"","id","username","location","userop","quote","rating","date","reviewnospace","page","titleopinion","NumWords","NumSentences","AfinnScale","SyuzhetScale","BingScale","CoreNLPScale","AfinnSentiment","SyuzhetSentiment","BingSentiment","CoreNLPSentiment"
"1802","rn260779842","AventureMTL","Montreal, Canada","47 reviews","Grandiose",5,"20/03/2015","It is an absolute must see.Worth a trip to itself.For the history lover and everybody else.Stunning.",269,"Grandiose. It is an absolute must see.Worth a trip to itself.For the history lover and everybody else.Stunning.",16,1,0.833333333333333,0.666666666666667,0.833333333333333,0.25,"positive","positive","positive","negative"
"1803","rn260568743","JaJo89","Wells, United Kingdom","52 reviews","A unique, breathtaking experience",5,"19/03/2015","Before visiting we read through some of the Trip Advisor reviews and took the advice to visit early morning and get to the entrance for 8.30am. We were visiting on a Sunday so could not take advantage of the free hour, as this is only available Monday to Saturday. Irrespective of the free hour, it is well worth being among the first few in as you gain so much more from this amazing building, can wander freely among the columns and get a real sense of the space and architecture. There were probably no more than 10 other visitors with us plus a small private tour group, but the interior is so vast everyone quickly dispersed and for that first hour it felt almost as though we had the place to ourselves. A truly memorable experience.",269,"A unique, breathtaking experience. Before visiting we read through some of the Trip Advisor reviews and took the advice to visit early morning and get to the entrance for 8.30am. We were visiting on a Sunday so could not take advantage of the free hour, as this is only available Monday to Saturday. Irrespective of the free hour, it is well worth being among the first few in as you gain so much more from this amazing building, can wander freely among the columns and get a real sense of the space and architecture. There were probably no more than 10 other visitors with us plus a small private tour group, but the interior is so vast everyone quickly dispersed and for that first hour it felt almost as though we had the place to ourselves. A truly memorable experience.",136,6,0.6,0.9,0.8,0.5,"positive","positive","positive","neutral"
"1804","rn260487306","Kathryn1234500","Cheltenham, United Kingdom","10 reviews","Stunning!!!",5,"19/03/2015","This place was incredible!! The architecture and decoration was mind blowing. So much culture and history in one place. I went back to visit three times in my 5 day trip.",269,"Stunning!!!. This place was incredible!! The architecture and decoration was mind blowing. So much culture and history in one place. I went back to visit three times in my 5 day trip.",31,4,0.5,0.875,0.625,0.625,"neutral","positive","positive","positive"
"1805","rn260430902","atomas55","Montreal, Canada","40 reviews","One of manking greatest achievement",5,"18/03/2015","extraordinary piece of living art dedicated to the glory of God.Construction lasted for 7 centuries without even considering the construction of the christian cathedra. Tip. Browse a satellite image of the Mosque/Cathedral and you understand the marvel a bit better maybe. Astonishing..",269,"One of manking greatest achievement. extraordinary piece of living art dedicated to the glory of God.Construction lasted for 7 centuries without even considering the construction of the christian cathedra. Tip. Browse a satellite image of the Mosque/Cathedral and you understand the marvel a bit better maybe. Astonishing..",42,3,0.7,0.8,0.8,0.65,"positive","positive","positive","positive"
"1806","rn260235099","RLuiz","London, United Kingdom","447 reviews","Amazing!!!",5,"17/03/2015","No words can describe the Great Cathedral and Mosque. We weren't expecting much, but once inside we were speechless of it's beauty.Tips: 1 - Get there early to avoid queueing and crowds inside it; 2 - No need to buy tickets in advance on the internet and 3 - Make sure you walk every corner inside to enjoy it beauty.Highly recommended!",270,"Amazing!!!. No words can describe the Great Cathedral and Mosque. We weren't expecting much, but once inside we were speechless of it's beauty.Tips: 1 - Get there early to avoid queueing and crowds inside it; 2 - No need to buy tickets in advance on the internet and 3 - Make sure you walk every corner inside to enjoy it beauty.Highly recommended!",61,2,0.833333333333333,1,1,0.5,"positive","positive","positive","neutral"
"1807","rn260046027","gmazCleveland_Ohio","Cleveland, Ohio","16 reviews","The Mosque",5,"17/03/2015","If you think that you can not absorb another visit to a cathedral, do not let the name fool you. It is not what you think. This is a breath-taking attraction that is a must for any traveler. A camera can not capture the sheer size and beauty of this mosque/cathedral. Yes, there is an altar, a choir and a multitude of chaples, but there is so much more.  The audio tour is not the easiest to follow since there are no numbers displayed on the sights themselves, but it does give you some interesting information on the expansion of the building through the centuries.",270,"The Mosque. If you think that you can not absorb another visit to a cathedral, do not let the name fool you. It is not what you think. This is a breath-taking attraction that is a must for any traveler. A camera can not capture the sheer size and beauty of this mosque/cathedral. Yes, there is an altar, a choir and a multitude of chaples, but there is so much more.  The audio tour is not the easiest to follow since there are no numbers displayed on the sights themselves, but it does give you some interesting information on the expansion of the building through the centuries.",105,6,0.666666666666667,0.583333333333333,0.666666666666667,0.416666666666667,"positive","neutral","positive","neutral"
"1808","rn259987413","sbspeedo1","London, United Kingdom","686 reviews","So interesting!",4,"17/03/2015","So beautiful inside - like nothing I've ever seen and so interesting as well. The area has such an unusual and fascinating history and the Mezquita plays quite a part in it.Worth going in just to look at the rows on rows of double arches. Beautiful!",270,"So interesting!. So beautiful inside - like nothing I've ever seen and so interesting as well. The area has such an unusual and fascinating history and the Mezquita plays quite a part in it.Worth going in just to look at the rows on rows of double arches. Beautiful!",46,4,1,1,0.875,0.833333333333333,"positive","positive","positive","positive"
"1809","rn259555543","Ed F","Llanover, United Kingdom","113 reviews","Amazing Space",5,"15/03/2015","What a place , having been to the Alhambra Palace the day before we were expecting a great place but this was spectacular ! Well worth a visit to see this place, take the time to soak up the colours and the amazing pillars",270,"Amazing Space. What a place , having been to the Alhambra Palace the day before we were expecting a great place but this was spectacular ! Well worth a visit to see this place, take the time to soak up the colours and the amazing pillars",44,2,1,1,1,0.5,"positive","positive","positive","neutral"
"1810","rn259482001","Patil_Manish","Pune, India","61 reviews","Just beautiful",5,"14/03/2015","Alhambra and Mezquita were the most awaited attractions in our Spain trip and we were not disappointed at all. The Great Cathedral and Mosque also known as Mezquita is stunningly beautiful. It showcases the architectural and artistic knowledge of the people in that era. One can not reserve the tickets in advance (online) so has to get in the queue and buy the tickets. The entries are not capped so there is no question of not getting the ticket. Also tickets are not timed and once you are inside you can stay as long as the attraction is open. The interiors are just too beautiful and there is no restriction on photography so one click as many pics as possible.. Audio Guide facility is available. It will take less than 2 hours to complete the visit. Of course if someone wants to spend more time he/she can easily do so. A must for anyone visiting Cordoba or for that matter Andalucia region.",270,"Just beautiful. Alhambra and Mezquita were the most awaited attractions in our Spain trip and we were not disappointed at all. The Great Cathedral and Mosque also known as Mezquita is stunningly beautiful. It showcases the architectural and artistic knowledge of the people in that era. One can not reserve the tickets in advance (online) so has to get in the queue and buy the tickets. The entries are not capped so there is no question of not getting the ticket. Also tickets are not timed and once you are inside you can stay as long as the attraction is open. The interiors are just too beautiful and there is no restriction on photography so one click as many pics as possible.. Audio Guide facility is available. It will take less than 2 hours to complete the visit. Of course if someone wants to spend more time he/she can easily do so. A must for anyone visiting Cordoba or for that matter Andalucia region.",162,11,0.545454545454545,0.727272727272727,0.590909090909091,0.4375,"neutral","positive","neutral","neutral"
"1811","rn259408319","CathYorkshire","Yorkshire","168 reviews","Fantastic historic site",5,"14/03/2015","Do go to the Mezquita - and marvel at the achievements of Moorish Spain ( albeit using recycled Roman columns etc -over 800 of which survive) - the literature presented on arrival does play down the Islamic history of the city and the site somewhat but nevertheless you get some sense of why Cordoba was arguably the most important cultural city of the Western world in the tenth century CE. There may be crowds when you arrive but the interior is so huge that you are sure to have space to enjoy it yourself. As other reviewers have noted in many ways it is surprising that at the Reconquest it was not torn down completely - an interesting parallel would be Hagia Sophia in Istanbul. While in Cordoba also search out the amazing little Synagogue too....",270,"Fantastic historic site. Do go to the Mezquita - and marvel at the achievements of Moorish Spain ( albeit using recycled Roman columns etc -over 800 of which survive) - the literature presented on arrival does play down the Islamic history of the city and the site somewhat but nevertheless you get some sense of why Cordoba was arguably the most important cultural city of the Western world in the tenth century CE. There may be crowds when you arrive but the interior is so huge that you are sure to have space to enjoy it yourself. As other reviewers have noted in many ways it is surprising that at the Reconquest it was not torn down completely - an interesting parallel would be Hagia Sophia in Istanbul. While in Cordoba also search out the amazing little Synagogue too....",136,3,0.875,1,1,0.4375,"positive","positive","positive","neutral"
"1812","rn259323197","Chris L","Los Angeles, California","12 reviews","Incredible Piece of History",5,"13/03/2015","If you're in Cordoba, this is probably why. It's certainly why I went. It was mind blowing in the size of the old Mosque as well as the Cathedral which was plopped down in the middle of it. We are all very lucky that they decided to do that rather than start from scratch!",270,"Incredible Piece of History. If you're in Cordoba, this is probably why. It's certainly why I went. It was mind blowing in the size of the old Mosque as well as the Cathedral which was plopped down in the middle of it. We are all very lucky that they decided to do that rather than start from scratch!",54,2,0.625,0.75,0.625,0.375,"positive","positive","positive","negative"
"1813","rn259269971","Michael M","Toronto, Canada","192 reviews","The Best",5,"13/03/2015","If you have only the time to see one place in Córdoba this is it. Most people are fascinated by the Roman Catholic Church, but you must spend most of your time seeing the Islamic art rather than the heavy ornate Christian work. It is absolutely stunning.",270,"The Best. If you have only the time to see one place in Córdoba this is it. Most people are fascinated by the Roman Catholic Church, but you must spend most of your time seeing the Islamic art rather than the heavy ornate Christian work. It is absolutely stunning.",47,2,0.833333333333333,0.833333333333333,0.833333333333333,0.666666666666667,"positive","positive","positive","positive"
"1814","rn259229376","Piggymoore","High Wycombe, United Kingdom","71 reviews","Extraordinary space",5,"13/03/2015","An absolutely amazing space. Much of the mosque remains intact alongside the cathedral. The original arches of the mosque now form part of the cathedral. The amazing thing is that the Christian kings did not tear down or destroy all of the Islamic decorations and arabic script, but on the contrary have allowed them to continue to exist side by side. May be modern man could take some lessons.",270,"Extraordinary space. An absolutely amazing space. Much of the mosque remains intact alongside the cathedral. The original arches of the mosque now form part of the cathedral. The amazing thing is that the Christian kings did not tear down or destroy all of the Islamic decorations and arabic script, but on the contrary have allowed them to continue to exist side by side. May be modern man could take some lessons.",69,3,0.8,0.7,0.7,0.45,"positive","positive","positive","neutral"
"1815","rn259205839","Traveleator","Singapore, Singapore","556 reviews","Beautiful interiors",5,"13/03/2015","We visited a few moorish monuments on our 9 day trip in Andalucia including the Alhambra, the Alcazar and the giralda at Sevilla and passed by a few more. Even though the Mezquita doesn't look grand from the exterior (like most other monuments we visited), the interior had a completely different feel to it. Firstly, its huge, secondly, it had a very good feel inside, serenity of some sorts. Moreover, it had some wonderful architecture, a church like no other because it was built to be a mosque. The Mezquita has many entrances. Also, there are many chapels within the church, I'm tempted to say over 50 and each with unique splendour. The mihrab and the walls around it are very intricate, probably more so than the Alhambra. We took a detour on our way from Granada to Sevilla specifically to see the Mezquita and it was well worth it. If in that region, do go visit the same.They have various opening/closing hours depending on the time of year, the ticket booth opens 30 mins before the opening hour (at least it did in the afternoon in February when we were there). On this note I would like to add that we should be grateful that successive kings and religious rulers were nice enough not to raze down places of worships that were used by their previous occupants but rather use them for new purposes. Otherwise, our generation would have never been able to witness such wonderful architecture - especially mosques used as churches.",270,"Beautiful interiors. We visited a few moorish monuments on our 9 day trip in Andalucia including the Alhambra, the Alcazar and the giralda at Sevilla and passed by a few more. Even though the Mezquita doesn't look grand from the exterior (like most other monuments we visited), the interior had a completely different feel to it. Firstly, its huge, secondly, it had a very good feel inside, serenity of some sorts. Moreover, it had some wonderful architecture, a church like no other because it was built to be a mosque. The Mezquita has many entrances. Also, there are many chapels within the church, I'm tempted to say over 50 and each with unique splendour. The mihrab and the walls around it are very intricate, probably more so than the Alhambra. We took a detour on our way from Granada to Sevilla specifically to see the Mezquita and it was well worth it. If in that region, do go visit the same.They have various opening/closing hours depending on the time of year, the ticket booth opens 30 mins before the opening hour (at least it did in the afternoon in February when we were there). On this note I would like to add that we should be grateful that successive kings and religious rulers were nice enough not to raze down places of worships that were used by their previous occupants but rather use them for new purposes. Otherwise, our generation would have never been able to witness such wonderful architecture - especially mosques used as churches.",254,9,0.791666666666667,0.875,0.791666666666667,0.477272727272727,"positive","positive","positive","neutral"
"1816","rn259078481","305Tilly305","Mississauga, Canada","78 reviews","Beautiful",5,"12/03/2015","We did not have a guide, but felt that the booklet that was included in the price served us well. We took about 40 minutes viewing the interior of this monument and likely others could or would take longer. Photographing is permissible and although there were numerous groups of people we did not feel rushed or impeded.A ""must see"" for anyone visiting Cordova.",271,"Beautiful. We did not have a guide, but felt that the booklet that was included in the price served us well. We took about 40 minutes viewing the interior of this monument and likely others could or would take longer. Photographing is permissible and although there were numerous groups of people we did not feel rushed or impeded.A ""must see"" for anyone visiting Cordova.",63,3,0.5,0.875,0.75,0.25,"neutral","positive","positive","negative"
"1817","rn259001908","Allison D","Michigan","78 reviews","Absolutely beautiful- Islam meets Christianity",5,"11/03/2015","The mosque of Córdoba is a must see! It is now a working cathedral and much of the building has been renovated for Christian worship, but you can still see clearly the layout of a mosque and the beautiful Islamic architecture. Not only is the whole building beautiful, but it is interesting to see the two religious architectural and design styles together and see how different they are. You can see both an Islamic mihrab and a Christian altar in the same building, and it is just fascinating. I recommend not taking a tour and seeing the mezquita at your own pace- there are pamphlets with some basic information, and being in a tour could make you feel rushed and cause you to miss things.",271,"Absolutely beautiful- Islam meets Christianity. The mosque of Córdoba is a must see! It is now a working cathedral and much of the building has been renovated for Christian worship, but you can still see clearly the layout of a mosque and the beautiful Islamic architecture. Not only is the whole building beautiful, but it is interesting to see the two religious architectural and design styles together and see how different they are. You can see both an Islamic mihrab and a Christian altar in the same building, and it is just fascinating. I recommend not taking a tour and seeing the mezquita at your own pace- there are pamphlets with some basic information, and being in a tour could make you feel rushed and cause you to miss things.",125,6,0.8,0.9,0.8,0.6,"positive","positive","positive","positive"
"1818","rn258981192","joode8","Torbay","40 reviews","Quite amazing",4,"11/03/2015","This is like nothing ever seen before and you just stand in wonder at what is before you. Quite low key and with no commercial trappings but well worth the seven euros entrance fee.",271,"Quite amazing. This is like nothing ever seen before and you just stand in wonder at what is before you. Quite low key and with no commercial trappings but well worth the seven euros entrance fee.",34,2,1,1,1,0.25,"positive","positive","positive","negative"
"1819","rn258957150","John L","Crewe, United Kingdom","24 reviews","Magnificent",5,"11/03/2015","This is a visit you must not miss. The building is spectacular. The scale and design is magnificent. I visited with my disabled wife and the Cathedral is welcoming. We came early at 10.00 am in March and access was easy. There are wheelchairs available to borrow. Although there were many visitors the building is so vast that appreciating the architecture and the history is relaxed. There are audio guides for hire. It is possible to attend mass or even take confession if you wish. Entrance is only 8 euros and the whole experience is a delight.",271,"Magnificent. This is a visit you must not miss. The building is spectacular. The scale and design is magnificent. I visited with my disabled wife and the Cathedral is welcoming. We came early at 10.00 am in March and access was easy. There are wheelchairs available to borrow. Although there were many visitors the building is so vast that appreciating the architecture and the history is relaxed. There are audio guides for hire. It is possible to attend mass or even take confession if you wish. Entrance is only 8 euros and the whole experience is a delight.",97,9,0.65,0.9,0.65,0.525,"positive","positive","positive","neutral"
"1820","rn258904114","Shaul K","","10 reviews","A must see in Cordoba",5,"11/03/2015","An extraordinary building, with impressive architecture and vibe. This is definitely the well deserved the heart of Cordoba.You can get free access until 09:30, starting at 08:30 if I am not mistaken. The entrance fee is 7 or 8 EUR, and the audio-guide is extra 3.5 EUR. Don't be cheap, take the guide, it definitely enhances the experience with the building's history and architecture.",271,"A must see in Cordoba. An extraordinary building, with impressive architecture and vibe. This is definitely the well deserved the heart of Cordoba.You can get free access until 09:30, starting at 08:30 if I am not mistaken. The entrance fee is 7 or 8 EUR, and the audio-guide is extra 3.5 EUR. Don't be cheap, take the guide, it definitely enhances the experience with the building's history and architecture.",64,5,0.5,0.6,0.7,0.6875,"neutral","positive","positive","positive"
"1821","rn258902496","Jack H","","14 reviews","See it with your own eyes",5,"11/03/2015","The Transition between the Mosque &amp; Cathedral, Time and Culture bring the the legacy to it's time.I am very amazed, and how beauitfully they can exist with each other at the time.",271,"See it with your own eyes. The Transition between the Mosque &amp; Cathedral, Time and Culture bring the the legacy to it's time.I am very amazed, and how beauitfully they can exist with each other at the time.",32,1,0.75,1,0.75,0.25,"positive","positive","positive","negative"
"1822","rn258814743","Ana K","Ljubljana, Slovenia","96 reviews","A must-see",5,"10/03/2015","The mosque with its numerous pillars is a stunning work of architecture. While the cathedral that was inserted in the mosque is not nearly as amazing, the actual placement of the church inside the mosque is unique.",271,"A must-see. The mosque with its numerous pillars is a stunning work of architecture. While the cathedral that was inserted in the mosque is not nearly as amazing, the actual placement of the church inside the mosque is unique.",37,3,1,1,1,0.875,"positive","positive","positive","positive"
"1823","rn258713965","Freda P","Sevenoaks","7 reviews","Moorish delight",4,"10/03/2015","La Mezquita (the original Mosque on this site) lovely - pity Carlos V (the vandal) stuck his cathedral in the middle of it. Good job he had realised his mistake and left much in tact.",271,"Moorish delight. La Mezquita (the original Mosque on this site) lovely - pity Carlos V (the vandal) stuck his cathedral in the middle of it. Good job he had realised his mistake and left much in tact.",35,2,0.5,0.75,0.25,0.25,"neutral","positive","negative","negative"
"1824","rn258531051","ruffwood1","Worcester, United Kingdom","234 reviews","Stunning",5,"09/03/2015","This is the main reason for visiting Córdoba and it does not disappoint. Images do not do justice to its scale and magnificence. It really is one of those places that you need to visit.Wheelchair access is available in one of the entrances and the interior is also accessible. If you see long queues for tickets note that there are two automatic machines available and this can save time.",271,"Stunning. This is the main reason for visiting Córdoba and it does not disappoint. Images do not do justice to its scale and magnificence. It really is one of those places that you need to visit.Wheelchair access is available in one of the entrances and the interior is also accessible. If you see long queues for tickets note that there are two automatic machines available and this can save time.",69,4,0.6,0.9,0.7,0.375,"positive","positive","positive","negative"
"1825","rn258514278","DannyHalperin","Modi'in , Israel","23 reviews","no words",5,"09/03/2015","speechless. one of THE sites to visit in Andaluciadont miss.highly recommended.50 words are toooooooo much.",271,"no words. speechless. one of THE sites to visit in Andaluciadont miss.highly recommended.50 words are toooooooo much.",15,1,0.5,0.833333333333333,0.5,0.625,"neutral","positive","neutral","positive"
"1826","rn258436458","JorgenJacobson","Poznan, Poland","192 reviews","hypnotizing",5,"08/03/2015","The building looks impressive from the outside, but its the inside that matters. Great puzzle made from catholic and muslim influences!",272,"hypnotizing. The building looks impressive from the outside, but its the inside that matters. Great puzzle made from catholic and muslim influences!",21,2,1,1,1,0.75,"positive","positive","positive","positive"
"1827","rn258430848","christipg","Barcelona, Spain","10 reviews","Don't skip",5,"08/03/2015","Worth it a visit, best views from the tower.Free on early morning. Be aware of the pickpockets around the area and get audio guide if you can",272,"Don't skip. Worth it a visit, best views from the tower.Free on early morning. Be aware of the pickpockets around the area and get audio guide if you can",27,1,0.833333333333333,1,0.833333333333333,0.625,"positive","positive","positive","positive"
"1828","rn258411865","Abacususer","Norfolk, UK","44 reviews","Amazing huge mosque turned cathedral",5,"08/03/2015","Extensive and I suspect unique building, certainly for size and religious content. Pictures seen before-hand do not do justice to the size of the beauty of the interior and the incorporation of a later ostentatious cathedral is incredible.",272,"Amazing huge mosque turned cathedral. Extensive and I suspect unique building, certainly for size and religious content. Pictures seen before-hand do not do justice to the size of the beauty of the interior and the incorporation of a later ostentatious cathedral is incredible.",38,2,0.5,1,0.5,0.5,"neutral","positive","neutral","neutral"
"1829","rn258410188","Julia N","Leeds, United Kingdom","3 reviews","Visit to the cathedral",5,"08/03/2015","This is a huge beautiful place: do not miss it. Its divine: the architecture and the islamic art is perfect.",272,"Visit to the cathedral. This is a huge beautiful place: do not miss it. Its divine: the architecture and the islamic art is perfect.",20,3,1,1,0.75,0.875,"positive","positive","positive","positive"
"1830","rn258400031","Thunderbird13","Brighton, Sussex","47 reviews","Unforgettable",5,"08/03/2015","A most impressive building. Visit for free between 8.30 and 9.30am. Then you are ejected and have to queue to pay and pick up the audio guide. Excellent and worthwhile. It will take some time to visit. The garden is open all day for nothing.",272,"Unforgettable. A most impressive building. Visit for free between 8.30 and 9.30am. Then you are ejected and have to queue to pay and pick up the audio guide. Excellent and worthwhile. It will take some time to visit. The garden is open all day for nothing.",45,4,0.666666666666667,1,0.75,0.5,"positive","positive","positive","neutral"
"1831","rn258269640","Lorne R","Ottawa, Canada","186 reviews","So much to absorb in one visit",5,"07/03/2015","This is a very unique and amazing structure combining the cathedral and mosque rather then building one over the other. I would definitely use an audio guide but the map that came with it left us and others confused with what we were seeing. We eventually figured 95% of the spots out but we would have missed some major areas if we hadn't done the route twice.If in Spain, this is an historic area that should be on your calendar. Price is on the high side, but it is a place to budget for. There are not enough experlatives to describe this place. Not to be missed.Give yourself two hours to visit properly.",272,"So much to absorb in one visit. This is a very unique and amazing structure combining the cathedral and mosque rather then building one over the other. I would definitely use an audio guide but the map that came with it left us and others confused with what we were seeing. We eventually figured 95% of the spots out but we would have missed some major areas if we hadn't done the route twice.If in Spain, this is an historic area that should be on your calendar. Price is on the high side, but it is a place to budget for. There are not enough experlatives to describe this place. Not to be missed.Give yourself two hours to visit properly.",113,7,0.375,0.5625,0.5,0.375,"negative","neutral","neutral","negative"
"1832","rn258254766","nevinsalman","Istanbul, Turkey","189 reviews","Worth to see",5,"07/03/2015","Must visit, its Hume and worth to see, also the interior is excellent. The architecture as we'll as the gold furniture and goods.",272,"Worth to see. Must visit, its Hume and worth to see, also the interior is excellent. The architecture as we'll as the gold furniture and goods.",23,3,0.75,1,1,0.625,"positive","positive","positive","positive"
"1833","rn258192234","nataliya n","Pittsburgh, Pennsylvania","79 reviews","nothing like it!",5,"07/03/2015","must visit - allow some time - it is huge! Amazing combination of styles and cultures of different religions. It was changing owners back and forth for centuries but they amazingly preserved the art of the predecessors!",272,"nothing like it!. must visit - allow some time - it is huge! Amazing combination of styles and cultures of different religions. It was changing owners back and forth for centuries but they amazingly preserved the art of the predecessors!",37,3,0.833333333333333,1,0.833333333333333,0.75,"positive","positive","positive","positive"
"1834","rn257992750","JPPare","Montreal, Quebec, Canada","33 reviews","great but not worth the 12 euros",3,"06/03/2015","quick visit, stayed not more than an hour. makes great pictures, i heard its free in the morning so i'd reocmmend not paying the entry fee and going early morning instead. we did not take the audio guide as any explication would have been boring for us, we just wanted to see, great cathedral but not worth paying that much for.",272,"great but not worth the 12 euros. quick visit, stayed not more than an hour. makes great pictures, i heard its free in the morning so i'd reocmmend not paying the entry fee and going early morning instead. we did not take the audio guide as any explication would have been boring for us, we just wanted to see, great cathedral but not worth paying that much for.",61,3,0.833333333333333,1,0.833333333333333,0.416666666666667,"positive","positive","positive","neutral"
"1835","rn257886776","Ashsaw","Surrey, United Kingdom","194 reviews","Amazing",5,"05/03/2015","Absolutely beautiful, we visited twice during our stay in Cordoba. The first time we were part of a guided group which was interesting as we learned all about the history - and quite a history it is. Do read up about it before you go as you will be able to put it all into context. However it is rather crowded during the day and so we decided to go back the following day in the 'free' time at 08.30am so we could take photographs without lots of other people in them and enjoy the building in a quieter atmosphere. It is well worth doing this as you can appreciate it more with fewer tourists!Probably the best of the grand buildings I have been to in Spain.",272,"Amazing. Absolutely beautiful, we visited twice during our stay in Cordoba. The first time we were part of a guided group which was interesting as we learned all about the history - and quite a history it is. Do read up about it before you go as you will be able to put it all into context. However it is rather crowded during the day and so we decided to go back the following day in the 'free' time at 08.30am so we could take photographs without lots of other people in them and enjoy the building in a quieter atmosphere. It is well worth doing this as you can appreciate it more with fewer tourists!Probably the best of the grand buildings I have been to in Spain.",127,4,0.916666666666667,0.916666666666667,0.916666666666667,0.6,"positive","positive","positive","positive"
"1836","rn257884583","NomeMalaga","Malaga","40 reviews","Well worth a visit",5,"05/03/2015","I have visited many Cathedrals, all with similarities. This one, however, is so different, as it started out as a Mosque. It is absolutely beautiful. Spent quite a long time there, and it is definitely worth the entrance fee. The narrow streets and alleyways around it, are very interesting, with some nice little shops.",273,"Well worth a visit. I have visited many Cathedrals, all with similarities. This one, however, is so different, as it started out as a Mosque. It is absolutely beautiful. Spent quite a long time there, and it is definitely worth the entrance fee. The narrow streets and alleyways around it, are very interesting, with some nice little shops.",54,6,0.8,0.6,0.8,0.6,"positive","positive","positive","positive"
"1837","rn257778488","Emily S","","25 reviews","Beautiful to see",4,"05/03/2015","I was staying in a hotel facing the mezquita and was told that between 0830 and 0930 you can enter for free, but you must leave at half 9 or pay. I got there for opening and I wasn't disappointed. The two styles of mosque and cathedral and beautiful to look at alongside one another. I would suggest looking up as well as around as higher walls and some of the ceiling us beautifully decorated. You can go up the bell tower, but they do advise only fit and healthy people attempt it. I was happy enough that I had seen it all in the free hour j got, so I didn't pay for a further visit, but it is well worth the time, and I would say the few euros it is to get in if you're not an early riser. </p>",273,"Beautiful to see. I was staying in a hotel facing the mezquita and was told that between 0830 and 0930 you can enter for free, but you must leave at half 9 or pay. I got there for opening and I wasn't disappointed. The two styles of mosque and cathedral and beautiful to look at alongside one another. I would suggest looking up as well as around as higher walls and some of the ceiling us beautifully decorated. You can go up the bell tower, but they do advise only fit and healthy people attempt it. I was happy enough that I had seen it all in the free hour j got, so I didn't pay for a further visit, but it is well worth the time, and I would say the few euros it is to get in if you're not an early riser. </p>",143,6,0.642857142857143,0.785714285714286,0.785714285714286,0.5,"positive","positive","positive","neutral"
"1838","rn257705852","SagaloutsTour","UK","624 reviews","Absolutely Brilliant - Shame about the lack of facilities",3,"04/03/2015","The mosque itself is amazing and well worth the 8 euros, the architecture, the history, the atmosphere, brilliant. However it us utter chaos to enter. There are no signs to tell you where to go to pay, only a queue to enter the mosque, which when you get to the front, you are told you need a ticket. The ticket office is on the other side of the square, no signs no direction. What is worse there are no seats in the grounds, no toilets, apart from two inside the mosque, which when you think that off peak there are some 1000 people per hour entering it is appalling. I think they need to use some of their 8 euros per person to improve the facilities for their guests. It us one of the worst sights I have ever visited with regards to customer facilities.",273,"Absolutely Brilliant - Shame about the lack of facilities. The mosque itself is amazing and well worth the 8 euros, the architecture, the history, the atmosphere, brilliant. However it us utter chaos to enter. There are no signs to tell you where to go to pay, only a queue to enter the mosque, which when you get to the front, you are told you need a ticket. The ticket office is on the other side of the square, no signs no direction. What is worse there are no seats in the grounds, no toilets, apart from two inside the mosque, which when you think that off peak there are some 1000 people per hour entering it is appalling. I think they need to use some of their 8 euros per person to improve the facilities for their guests. It us one of the worst sights I have ever visited with regards to customer facilities.",145,7,0.285714285714286,0.357142857142857,0.428571428571429,0.392857142857143,"negative","negative","neutral","negative"
"1839","rn257349348","Abeton","Tampere, Finland","195 reviews","Different than anything else in Europe",4,"02/03/2015","From outside Mosque is not very special, but one inside it is very different than anything else in Europe. Mosque with Cathedral integrated within is very special and beautiful. Recommending to visit at least once in lifetime.",273,"Different than anything else in Europe. From outside Mosque is not very special, but one inside it is very different than anything else in Europe. Mosque with Cathedral integrated within is very special and beautiful. Recommending to visit at least once in lifetime.",37,2,0.666666666666667,1,0.666666666666667,0.666666666666667,"positive","positive","positive","positive"
"1840","rn257328343","Alt_Martins","Natal, RN","6 reviews","A journey to the center of Islam",5,"02/03/2015","Beautiful place to visit and watch the mourish heritage in Cordoba, Andalucia, Spain and how the Islamic simbols lived together with the catolicism at that time.",273,"A journey to the center of Islam. Beautiful place to visit and watch the mourish heritage in Cordoba, Andalucia, Spain and how the Islamic simbols lived together with the catolicism at that time.",26,1,1,1,1,0.75,"positive","positive","positive","positive"
"1841","rn256934176","magillicuddy75","Paris, France","62 reviews","a must see",5,"28/02/2015","Simple day trip from Seville, absolutely beautiful and strange. The mosqué catherdral doesn't take very long to visit, but worth spending at least 2 hours inside.",273,"a must see. Simple day trip from Seville, absolutely beautiful and strange. The mosqué catherdral doesn't take very long to visit, but worth spending at least 2 hours inside.",26,2,1,1,0.75,0.5,"positive","positive","positive","neutral"
"1842","rn256536234","SaraV_10","Wilmslow, United Kingdom","173 reviews","Absolutely jaw-dropping",5,"26/02/2015","Definitely the high point of our visit to Andalucia and that was after queueing in the rain to get in. Make sure you get the audio guide - it's worth the few extra euros to understand the incredible history of this place. Not only is it the most awesome feat of architecture and construction, it will also challenge your thinking about history, religion, and the ongoing cultural tensions between East and West. I found it a hugely emotional experience. Don't miss it!",273,"Absolutely jaw-dropping. Definitely the high point of our visit to Andalucia and that was after queueing in the rain to get in. Make sure you get the audio guide - it's worth the few extra euros to understand the incredible history of this place. Not only is it the most awesome feat of architecture and construction, it will also challenge your thinking about history, religion, and the ongoing cultural tensions between East and West. I found it a hugely emotional experience. Don't miss it!",82,5,0.6,0.9,0.6,0.75,"positive","positive","positive","positive"
